ID,birthdate,sex_at_birth,country,environment,SES
P03303,1994-06-09,Male,Australia,Rural,high
P03304,1990-09-05,Female,Japan,Rural,low
P03305,1987-01-20,Female,France,Rural,medium
P03306,1998-06-17,Male,China,Urban,high
P03307,2004-06-23,Male,Brazil,Urban,medium
P03308,1984-07-02,Male,Argentina,Urban,medium
P03309,1999-11-16,Male,Nigeria,Urban,medium
P03310,2000-05-14,Female,India,Urban,medium
P03311,1984-11-09,Female,United Kingdom,Urban,medium
P03312,1995-04-21,Female,Australia,Urban,high
P03313,2005-04-19,Male,Fiji,Rural,low
P03314,2002-09-25,Female,United States,Urban,high
P03315,1998-02-15,Male,Brazil,Rural,high
P03316,2008-07-23,Male,South Africa,Urban,low
P03317,1990-02-01,Male,Australia,Rural,medium
P03318,2005-07-19,Male,Germany,Urban,medium
P03319,1982-10-17,Male,China,Rural,medium
P03320,1983-07-08,Male,United Kingdom,Urban,low
P03321,2001-03-24,Female,Brazil,Urban,medium
P03322,1994-09-02,Female,South Africa,Urban,high
P03323,1993-10-26,Male,France,Urban,high
P03324,2002-02-06,Male,United States,Rural,medium
P03325,2004-10-07,Female,Mexico,Urban,high
P03326,1985-03-07,Female,Australia,Rural,medium
P03327,2001-07-03,Male,Japan,Rural,low
P03328,2008-10-11,Female,Brazil,Rural,medium
P03329,1985-08-26,Male,United Kingdom,Rural,medium
P03330,1984-03-15,Female,Egypt,Urban,medium
P03331,1986-07-26,Female,United Kingdom,Urban,medium
P03332,2007-09-30,Female,India,Urban,low
P03333,1985-05-01,Female,France,Urban,medium
P03334,1996-04-13,Male,South Africa,Urban,medium
P03335,1993-08-17,Male,Nigeria,Urban,low
P03336,2006-09-17,Male,Egypt,Urban,medium
P03337,1988-02-19,Male,Canada,Rural,low
P03338,1989-06-10,Male,Colombia,Rural,high
P03339,2004-08-09,Male,Germany,Urban,medium
P03340,1982-03-10,Male,Mexico,Urban,low
P03341,1985-06-12,Female,Brazil,Urban,medium
P03342,1990-12-29,Female,United States,Urban,low
P03343,1985-01-04,Female,India,Rural,low
P03344,2003-09-06,Female,Fiji,Urban,low
P03345,1999-07-25,Female,Canada,Rural,low
P03346,2002-02-28,Female,Colombia,Rural,medium
P03347,2004-09-27,Female,Germany,Urban,medium
P03348,1981-03-01,Female,South Africa,Urban,low
P03349,2004-06-28,Male,United Kingdom,Urban,medium
P03350,1985-12-15,Female,Australia,Urban,medium
P03351,1998-10-22,Male,New Zealand,Rural,low
P03352,1987-01-21,Male,Japan,Rural,medium
P03353,1990-03-05,Male,Japan,Urban,medium
P03354,1988-07-29,Male,Colombia,Urban,medium
P03355,2005-03-24,Male,France,Urban,low
P03356,1982-02-10,Female,India,Urban,medium
P03357,1985-03-14,Female,Canada,Rural,low
P03358,2004-08-26,Female,United Kingdom,Urban,medium
P03359,1996-10-17,Male,New Zealand,Urban,medium
P03360,2000-11-27,Female,Brazil,Urban,medium
P03361,1993-12-14,Female,United Kingdom,Urban,high
P03362,1999-07-15,Female,India,Urban,low
P03363,1986-02-04,Male,Egypt,Rural,high
P03364,1998-08-17,Male,United Kingdom,Urban,low
P03365,2000-03-31,Female,South Africa,Urban,medium
P03366,1981-12-28,Female,Germany,Rural,high
P03367,2007-12-03,Male,Japan,Urban,medium
P03368,1981-07-03,Female,United Kingdom,Rural,low
P03369,1981-12-02,Male,Japan,Urban,low
P03370,2001-08-07,Female,Australia,Urban,medium
P03371,1981-11-22,Male,Colombia,Urban,high
P03372,1986-11-11,Male,China,Rural,high
P03373,2008-12-19,Male,Nigeria,Urban,medium
P03374,1996-11-21,Male,Japan,Urban,medium
P03375,2008-12-25,Female,Brazil,Urban,medium
P03376,2002-09-18,Male,Colombia,Urban,medium
P03377,2000-07-17,Male,Nigeria,Urban,medium
P03378,1997-10-26,Male,Argentina,Urban,medium
P03379,1988-09-17,Female,Egypt,Urban,medium
P03380,1992-12-23,Female,Argentina,Rural,medium
P03381,1995-09-15,Female,Australia,Urban,medium
P03382,1985-07-01,Female,South Africa,Urban,medium
P03383,1983-01-21,Female,Germany,Urban,low
P03384,2006-06-29,Male,Mexico,Rural,medium
P03385,1982-08-17,Female,Fiji,Urban,low
P03386,1987-03-05,Female,Germany,Rural,medium
P03387,1998-02-27,Female,South Africa,Urban,low
P03388,1982-05-21,Female,Japan,Rural,high
P03389,1998-06-15,Male,Fiji,Rural,low
P03390,1994-02-28,Female,India,Urban,medium
P03391,2001-11-19,Male,United States,Urban,medium
P03392,1988-08-06,Male,Brazil,Rural,medium
P03393,1983-07-18,Male,Brazil,Urban,medium
P03394,1990-09-14,Female,Brazil,Rural,high
P03395,1991-03-28,Female,China,Urban,medium
P03396,1996-12-14,Female,Brazil,Urban,medium
P03397,1994-06-04,Female,Mexico,Rural,medium
P03398,1984-07-27,Female,Canada,Urban,high
P03399,1999-02-02,Male,United States,Urban,medium
P03400,2002-12-24,Female,Brazil,Urban,medium
P03401,1989-09-04,Male,United Kingdom,Urban,medium
P03402,2007-04-09,Male,Australia,Urban,medium
P03403,1994-10-25,Female,Colombia,Urban,low
P03404,1990-12-15,Female,India,Urban,low
P03405,2006-04-21,Female,Mexico,Urban,medium
P03406,1989-07-17,Female,Australia,Urban,high
P03407,1994-08-08,Male,China,Urban,medium
P03408,1996-07-04,Male,China,Urban,high
P03409,1996-09-21,Female,New Zealand,Urban,low
P03410,2007-07-10,Male,New Zealand,Rural,low
P03411,1992-03-26,Female,United States,Urban,high
P03412,2003-11-27,Female,Argentina,Urban,medium
P03413,1997-07-18,Female,Japan,Rural,medium
P03414,1989-04-12,Female,Canada,Urban,low
P03415,1988-08-20,Male,Egypt,Urban,low
P03416,1990-05-13,Male,Japan,Urban,low
P03417,1985-07-01,Female,China,Urban,low
P03418,1998-05-12,Female,Brazil,Rural,medium
P03419,1993-02-12,Female,Mexico,Urban,medium
P03420,1984-07-28,Male,United Kingdom,Rural,low
P03421,2000-10-07,Female,Japan,Urban,high
P03422,2006-02-12,Female,United States,Rural,medium
P03423,1989-04-13,Female,Japan,Urban,medium
P03424,1987-07-07,Female,France,Urban,high
P03425,1993-11-30,Male,Japan,Urban,high
P03426,1987-06-20,Female,South Africa,Rural,low
P03427,1994-09-03,Female,United Kingdom,Urban,medium
P03428,1986-03-25,Male,India,Urban,medium
P03429,1998-03-13,Female,Egypt,Urban,low
P03430,1990-05-18,Female,Australia,Urban,medium
P03431,1996-06-08,Female,Brazil,Urban,medium
P03432,1996-05-18,Female,New Zealand,Urban,low
P03433,1997-12-14,Female,Japan,Urban,medium
P03434,1983-07-09,Male,Brazil,Urban,medium
P03435,1991-11-10,Male,Argentina,Urban,medium
P03436,1996-08-09,Female,New Zealand,Rural,low
P03437,2006-12-12,Male,Canada,Rural,high
P03438,2001-08-07,Male,Mexico,Urban,medium
P03439,2007-02-18,Female,Australia,Rural,high
P03440,1997-08-24,Female,Canada,Urban,low
P03441,1984-06-02,Male,United States,Rural,high
P03442,1999-12-21,Male,Canada,Rural,high
P03443,1997-06-30,Female,China,Rural,medium
P03444,1981-07-28,Male,Argentina,Urban,medium
P03445,1995-05-16,Female,United Kingdom,Urban,medium
P03446,1991-03-02,Female,Canada,Urban,medium
P03447,1990-07-15,Male,Argentina,Rural,low
P03448,1986-11-08,Female,United Kingdom,Rural,low
P03449,2002-04-01,Male,United States,Urban,high
P03450,1985-01-30,Female,New Zealand,Urban,low
P03451,1984-04-22,Male,Mexico,Rural,high
P03452,2005-05-15,Female,India,Urban,low
P03453,2006-07-30,Female,Colombia,Rural,medium
P03454,1994-02-05,Male,South Africa,Urban,high
P03455,1993-04-09,Female,Australia,Urban,low
P03456,1999-01-30,Male,Egypt,Urban,low
P03457,1993-01-08,Female,India,Urban,low
P03458,1982-09-23,Male,Fiji,Urban,low
P03459,1990-10-20,Male,Egypt,Urban,medium
P03460,1982-04-21,Female,Colombia,Urban,high
P03461,1993-06-15,Male,Germany,Rural,low
P03462,1983-05-27,Male,Japan,Rural,low
P03463,2002-11-11,Female,Colombia,Urban,medium
P03464,1984-02-08,Female,United Kingdom,Urban,high
P03465,2000-01-25,Male,United States,Urban,medium
P03466,1998-05-11,Female,Mexico,Urban,medium
P03467,1983-02-19,Female,Argentina,Rural,low
P03468,2007-07-25,Male,Canada,Rural,low
P03469,1981-02-16,Female,Germany,Urban,high
P03470,1984-01-08,Male,Australia,Rural,low
P03471,1998-09-27,Female,Mexico,Urban,medium
P03472,2005-04-16,Female,United States,Rural,low
P03473,2003-01-30,Female,Fiji,Rural,medium
P03474,1981-08-12,Female,France,Urban,high
P03475,1982-07-15,Female,United States,Rural,high
P03476,1990-06-30,Female,India,Rural,medium
P03477,1982-02-07,Female,New Zealand,Urban,medium
P03478,1990-03-26,Female,Germany,Urban,low
P03479,2006-12-23,Male,Egypt,Urban,low
P03480,1993-12-09,Male,Australia,Rural,low
P03481,2002-08-11,Male,Germany,Urban,low
P03482,1995-12-25,Female,Fiji,Rural,medium
P03483,1990-01-02,Male,New Zealand,Urban,low
P03484,2007-12-03,Female,Brazil,Urban,high
P03485,1989-04-30,Female,Mexico,Urban,high
P03486,1995-01-22,Male,Nigeria,Urban,medium
P03487,1992-07-23,Female,Egypt,Urban,medium
P03488,2000-09-12,Male,Nigeria,Urban,medium
P03489,2000-04-12,Male,United Kingdom,Urban,high
P03490,1995-09-22,Male,Colombia,Rural,low
P03491,1983-05-15,Male,Japan,Urban,low
P03492,1985-01-14,Male,Egypt,Rural,low
P03493,2001-07-27,Male,United Kingdom,Urban,high
P03494,1992-07-17,Male,Canada,Urban,medium
P03495,1986-12-04,Male,Argentina,Rural,medium
P03496,2001-11-13,Female,Nigeria,Urban,medium
P03497,1987-01-11,Male,India,Rural,medium
P03498,2006-12-09,Male,Nigeria,Rural,low
P03499,1998-02-02,Female,Nigeria,Urban,medium
P03500,1993-09-19,Male,Colombia,Urban,high
P03501,1989-03-23,Male,Mexico,Urban,low
P03502,2007-02-02,Female,Germany,Urban,medium
P03503,1997-06-05,Female,United Kingdom,Urban,medium
P03504,1995-09-21,Male,Japan,Urban,medium
P03505,1982-02-16,Female,Fiji,Urban,low
P03506,1995-06-14,Male,India,Rural,low
P03507,1995-01-15,Male,Mexico,Urban,low
P03508,1997-12-23,Female,China,Rural,medium
P03509,1986-05-01,Male,Brazil,Urban,low
P03510,1996-07-18,Male,Canada,Urban,low
P03511,2000-06-06,Male,Nigeria,Urban,medium
P03512,2001-06-25,Male,Fiji,Rural,low
P03513,2000-08-13,Male,Fiji,Rural,low
P03514,1986-02-06,Female,Australia,Urban,low
P03515,1985-08-29,Female,Japan,Urban,high
P03516,2005-10-14,Male,Brazil,Urban,medium
P03517,1985-03-09,Male,United Kingdom,Urban,medium
P03518,1991-10-25,Female,United Kingdom,Urban,medium
P03519,1987-07-11,Female,Egypt,Urban,high
P03520,2008-07-30,Female,Colombia,Rural,high
P03521,2004-05-28,Female,Argentina,Urban,high
P03522,2004-06-15,Male,United States,Urban,medium
P03523,2002-09-30,Female,Australia,Urban,low
P03524,1992-11-18,Female,Fiji,Urban,medium
P03525,2000-07-04,Female,South Africa,Urban,medium
P03526,1985-10-11,Male,Brazil,Urban,high
P03527,2008-04-07,Female,South Africa,Rural,high
P03528,2005-01-29,Female,Egypt,Urban,medium
P03529,1996-10-03,Male,Canada,Rural,medium
P03530,1982-03-10,Male,Japan,Urban,medium
P03531,2004-07-19,Male,Japan,Urban,medium
P03532,1989-09-09,Female,Australia,Urban,low
P03533,1999-07-17,Male,Canada,Urban,low
P03534,2003-01-15,Female,United States,Rural,low
P03535,2002-08-09,Male,Colombia,Rural,medium
P03536,1995-03-03,Male,Canada,Urban,high
P03537,1993-02-21,Female,Canada,Rural,high
P03538,2004-07-15,Male,Colombia,Urban,low
P03539,1987-10-13,Male,Mexico,Urban,medium
P03540,1996-11-04,Female,France,Rural,medium
P03541,2006-03-11,Male,Germany,Urban,medium
P03542,2008-03-19,Male,Japan,Urban,medium
P03543,1997-02-23,Male,China,Urban,medium
P03544,2003-11-09,Female,United States,Urban,medium
P03545,1997-10-27,Female,Fiji,Urban,medium
P03546,2000-05-20,Female,Brazil,Urban,low
P03547,1995-02-13,Male,Nigeria,Urban,low
P03548,1991-06-18,Female,Fiji,Urban,low
P03549,1989-04-22,Male,Australia,Urban,medium
P03550,1994-01-14,Female,India,Rural,low
P03551,1988-07-15,Female,Argentina,Rural,high
P03552,2001-05-26,Female,Egypt,Urban,medium
P03553,1982-04-27,Female,Germany,Urban,medium
P03554,1999-02-10,Female,Egypt,Urban,medium
P03555,2001-06-01,Male,South Africa,Rural,high
P03556,1985-12-22,Female,Japan,Rural,medium
P03557,2008-06-12,Female,Fiji,Urban,medium
P03558,2002-10-18,Male,New Zealand,Rural,high
P03559,1991-08-06,Female,United Kingdom,Urban,medium
P03560,2004-01-09,Male,Germany,Urban,high
P03561,1994-05-18,Male,Australia,Rural,medium
P03562,2004-08-02,Male,Brazil,Urban,low
P03563,1988-10-25,Male,India,Urban,high
P03564,2000-05-27,Male,Japan,Urban,low
P03565,2007-04-08,Male,South Africa,Urban,medium
P03566,1988-12-10,Male,Canada,Urban,medium
P03567,1994-12-11,Female,Japan,Urban,low
P03568,2004-09-27,Female,Nigeria,Urban,medium
P03569,1988-04-19,Male,Argentina,Urban,medium
P03570,1983-12-13,Male,Nigeria,Urban,medium
P03571,2005-01-31,Male,South Africa,Rural,medium
P03572,1987-04-25,Male,Brazil,Urban,low
P03573,2006-07-22,Male,Mexico,Urban,medium
P03574,2004-02-27,Male,South Africa,Rural,medium
P03575,1997-06-12,Male,United States,Urban,low
P03576,2001-10-14,Male,Mexico,Urban,high
P03577,1984-04-22,Male,South Africa,Rural,medium
P03578,1991-07-17,Female,Fiji,Urban,medium
P03579,1989-04-13,Male,Brazil,Urban,medium
P03580,2003-02-10,Male,Argentina,Urban,medium
P03581,2003-03-05,Female,Argentina,Urban,medium
P03582,2003-10-20,Female,India,Urban,medium
P03583,2000-01-29,Male,Egypt,Urban,low
P03584,1981-10-23,Female,Canada,Urban,high
P03585,1994-02-28,Male,Nigeria,Urban,low
P03586,2007-03-06,Male,India,Urban,medium
P03587,1996-09-05,Male,United States,Rural,low
P03588,1989-11-27,Male,New Zealand,Rural,medium
P03589,2005-01-14,Female,Mexico,Urban,high
P03590,1993-04-29,Female,Brazil,Rural,medium
P03591,1985-02-03,Female,Mexico,Urban,medium
P03592,1994-05-02,Female,New Zealand,Urban,medium
P03593,1991-10-01,Female,Mexico,Urban,medium
P03594,1990-06-18,Female,Egypt,Rural,medium
P03595,1995-01-14,Male,Nigeria,Rural,medium
P03596,1990-02-08,Female,Nigeria,Urban,medium
P03597,1981-12-02,Male,France,Rural,medium
P03598,1987-09-10,Male,Colombia,Urban,low
P03599,1988-09-21,Male,Argentina,Rural,medium
P03600,2003-08-16,Female,United Kingdom,Urban,medium
P03601,1998-07-29,Male,China,Rural,medium
P03602,1994-02-10,Female,United States,Rural,medium
P03603,2006-05-22,Female,France,Rural,medium
P03604,1988-12-28,Female,South Africa,Urban,low
P03605,1999-09-20,Male,Fiji,Rural,medium
P03606,2006-09-05,Male,New Zealand,Rural,medium
P03607,2001-04-17,Male,Mexico,Urban,high
P03608,1995-07-06,Male,India,Urban,high
P03609,1996-08-31,Male,Germany,Urban,low
P03610,1999-10-23,Female,Canada,Urban,medium
P03611,2005-11-07,Female,Argentina,Rural,low
P03612,1983-01-02,Female,Germany,Urban,medium
P03613,1995-07-10,Female,Australia,Urban,medium
P03614,1985-06-26,Male,Nigeria,Rural,high
P03615,2005-07-29,Male,Argentina,Urban,high
P03616,2008-10-23,Male,India,Urban,medium
P03617,1993-05-08,Female,Brazil,Urban,medium
P03618,1995-08-24,Female,Argentina,Urban,medium
P03619,1999-05-29,Male,Fiji,Rural,medium
P03620,1985-07-25,Male,South Africa,Rural,high
P03621,1986-06-19,Male,China,Rural,high
P03622,2006-09-20,Female,India,Urban,medium
P03623,1983-08-12,Male,Brazil,Urban,high
P03624,2004-01-02,Male,South Africa,Urban,high
P03625,1983-06-04,Female,New Zealand,Urban,medium
P03626,2008-04-25,Male,Argentina,Urban,low
P03627,2000-03-18,Male,Canada,Urban,low
P03628,2004-09-13,Female,Fiji,Urban,medium
P03629,2002-07-01,Male,Canada,Rural,medium
P03630,2001-03-30,Male,Canada,Urban,medium
P03631,1998-10-17,Male,Egypt,Urban,low
P03632,2006-06-25,Male,Japan,Urban,low
P03633,1988-07-02,Male,Germany,Rural,low
P03634,1996-09-24,Female,China,Rural,medium
P03635,1988-05-18,Male,United States,Urban,high
P03636,2007-09-22,Male,Nigeria,Rural,medium
P03637,1998-04-15,Male,Japan,Urban,medium
P03638,1996-08-15,Female,United States,Urban,medium
P03639,2004-09-07,Male,Germany,Urban,medium
P03640,1994-11-11,Male,China,Urban,low
P03641,2001-09-15,Male,Fiji,Urban,medium
P03642,1994-05-29,Female,Argentina,Urban,medium
P03643,1995-02-17,Female,Colombia,Urban,medium
P03644,1988-12-19,Female,Brazil,Rural,medium
P03645,1999-04-20,Male,New Zealand,Rural,medium
P03646,1995-03-15,Female,Egypt,Urban,low
P03647,1985-05-16,Male,New Zealand,Urban,high
P03648,1997-08-18,Female,Japan,Urban,high
P03649,2000-07-18,Female,Mexico,Urban,low
P03650,1993-07-10,Female,Germany,Urban,medium
P03651,1995-10-12,Male,Egypt,Urban,medium
P03652,1994-11-06,Male,Nigeria,Urban,medium
P03653,1992-07-04,Male,India,Urban,high
P03654,1995-02-15,Male,Brazil,Rural,medium
P03655,1981-02-18,Female,Japan,Urban,medium
P03656,1992-07-31,Female,France,Rural,medium
P03657,1982-05-30,Male,China,Urban,medium
P03658,1998-11-16,Female,China,Rural,low
P03659,1995-08-25,Male,Mexico,Urban,medium
P03660,1985-12-06,Female,Germany,Urban,low
P03661,1990-04-09,Female,India,Urban,low
P03662,1993-12-15,Male,New Zealand,Rural,low
P03663,2006-11-01,Male,China,Rural,medium
P03664,1988-07-24,Male,United Kingdom,Rural,medium
P03665,1991-09-15,Male,Australia,Rural,low
P03666,1998-01-26,Male,United States,Urban,medium
P03667,1985-05-14,Male,Australia,Urban,low
P03668,1989-02-28,Female,Mexico,Urban,high
P03669,1987-04-28,Female,Mexico,Urban,medium
P03670,1987-02-13,Female,Argentina,Urban,high
P03671,1988-09-29,Female,New Zealand,Rural,medium
P03672,1999-11-18,Female,China,Rural,medium
P03673,1987-08-13,Female,New Zealand,Urban,high
P03674,1997-08-21,Female,Mexico,Urban,medium
P03675,1986-05-30,Male,Brazil,Urban,low
P03676,1981-04-09,Female,Germany,Urban,medium
P03677,1983-05-04,Male,Japan,Urban,medium
P03678,2004-06-19,Male,Fiji,Rural,medium
P03679,1995-03-30,Male,Colombia,Rural,medium
P03680,1989-11-25,Female,New Zealand,Urban,low
P03681,2001-04-22,Male,Fiji,Urban,medium
P03682,1981-04-15,Male,Japan,Urban,low
P03683,1986-02-10,Female,China,Rural,medium
P03684,1984-11-28,Male,Egypt,Urban,medium
P03685,2003-04-18,Male,Colombia,Urban,medium
P03686,1995-07-31,Female,India,Urban,high
P03687,1992-10-21,Male,New Zealand,Urban,low
P03688,1983-12-13,Female,France,Urban,medium
P03689,2003-04-03,Male,New Zealand,Urban,high
P03690,2005-11-27,Male,France,Rural,medium
P03691,1990-07-19,Female,United Kingdom,Rural,high
P03692,2000-09-01,Male,South Africa,Urban,high
P03693,1987-10-16,Female,Colombia,Urban,low
P03694,1981-06-08,Female,China,Rural,medium
P03695,2004-02-27,Male,Brazil,Rural,medium
P03696,2000-12-16,Male,Egypt,Rural,low
P03697,2005-12-26,Male,Japan,Urban,medium
P03698,1992-08-20,Female,Brazil,Urban,low
P03699,1998-06-26,Male,India,Urban,high
P03700,1995-07-01,Female,New Zealand,Urban,medium
P03701,1986-06-29,Male,Japan,Rural,high
P03702,1992-11-07,Male,Egypt,Urban,medium
P03703,1992-04-06,Male,Egypt,Urban,medium
P03704,1997-11-19,Female,Colombia,Rural,low
P03705,1995-08-26,Male,Mexico,Urban,low
P03706,2001-01-10,Male,Egypt,Urban,low
P03707,2006-04-10,Male,China,Rural,low
P03708,1992-05-19,Male,India,Urban,medium
P03709,1992-03-19,Male,Brazil,Urban,low
P03710,1981-01-24,Male,Australia,Urban,medium
P03711,2001-10-29,Female,India,Urban,high
P03712,1995-09-29,Female,United States,Urban,low
P03713,1989-11-01,Male,United States,Urban,high
P03714,1984-10-15,Male,United Kingdom,Rural,low
P03715,2006-07-28,Male,United States,Urban,low
P03716,2003-01-31,Male,United States,Urban,medium
P03717,2006-11-28,Female,Mexico,Urban,medium
P03718,1989-02-02,Female,Mexico,Rural,medium
P03719,2002-06-13,Female,Mexico,Rural,low
P03720,1992-10-08,Female,New Zealand,Rural,medium
P03721,2004-09-22,Male,France,Urban,low
P03722,2008-01-23,Female,China,Rural,medium
P03723,2006-09-03,Female,United States,Urban,medium
P03724,1993-08-21,Female,China,Rural,low
P03725,1998-09-15,Female,China,Urban,low
P03726,2002-11-25,Male,Germany,Urban,low
P03727,1984-08-24,Male,Argentina,Urban,high
P03728,1991-01-09,Female,India,Urban,medium
P03729,2007-10-07,Female,Brazil,Urban,low
P03730,1995-11-12,Female,Fiji,Rural,medium
P03731,1992-06-20,Female,Australia,Urban,medium
P03732,2005-12-13,Male,Brazil,Rural,low
P03733,1990-01-05,Female,Colombia,Rural,low
P03734,1991-05-07,Female,Argentina,Rural,high
P03735,2004-02-20,Male,South Africa,Urban,medium
P03736,2006-11-20,Female,New Zealand,Urban,medium
P03737,1992-12-09,Female,United States,Rural,medium
P03738,2005-05-27,Male,India,Urban,medium
P03739,2006-12-31,Female,Germany,Rural,medium
P03740,1993-08-24,Male,India,Urban,low
P03741,2008-11-22,Male,Egypt,Urban,low
P03742,1982-04-13,Male,France,Rural,low
P03743,1988-04-24,Female,United Kingdom,Urban,low
P03744,1999-06-16,Female,New Zealand,Urban,medium
P03745,1987-08-07,Male,United States,Urban,low
P03746,1990-07-03,Male,Argentina,Urban,low
P03747,1989-06-25,Female,China,Rural,medium
P03748,2008-08-01,Female,New Zealand,Urban,medium
P03749,1993-12-07,Female,Australia,Urban,high
P03750,1982-04-22,Female,United Kingdom,Urban,medium
P03751,1996-07-14,Male,South Africa,Rural,low
P03752,1983-10-14,Male,Australia,Rural,medium
P03753,1983-12-21,Male,Argentina,Rural,medium
P03754,1999-03-11,Male,Japan,Urban,medium
P03755,1998-02-22,Male,Australia,Urban,high
P03756,2004-02-04,Female,Mexico,Urban,high
P03757,1986-06-10,Male,United States,Urban,high
P03758,1985-08-22,Male,Brazil,Rural,low
